season_label,fixture_id,fixture_ts,home_team_id,away_team_id,gk_home_player_id,GK_HOME_GOALS_CONCEDED,df1_home_player_id,DF1_HOME_GOALS_CONCEDED,DF1_HOME_MINUTES_PLAYED,DF1_HOME_APPEARANCES,df2_home_player_id,DF2_HOME_GOALS_CONCEDED,DF2_HOME_MINUTES_PLAYED,DF2_HOME_APPEARANCES,df3_home_player_id,DF3_HOME_GOALS_CONCEDED,DF3_HOME_MINUTES_PLAYED,DF3_HOME_APPEARANCES,df4_home_player_id,DF4_HOME_GOALS_CONCEDED,DF4_HOME_MINUTES_PLAYED,DF4_HOME_APPEARANCES,df5_home_player_id,DF5_HOME_GOALS_CONCEDED,DF5_HOME_MINUTES_PLAYED,DF5_HOME_APPEARANCES,df6_home_player_id,DF6_HOME_GOALS_CONCEDED,DF6_HOME_MINUTES_PLAYED,DF6_HOME_APPEARANCES,NO_OF_DF_HOME,mf1_home_player_id,MF1_HOME_GOALS_CONCEDED,MF1_HOME_MINUTES_PLAYED,MF1_HOME_APPEARANCES,mf2_home_player_id,MF2_HOME_GOALS_CONCEDED,MF2_HOME_MINUTES_PLAYED,MF2_HOME_APPEARANCES,mf3_home_player_id,MF3_HOME_GOALS_CONCEDED,MF3_HOME_MINUTES_PLAYED,MF3_HOME_APPEARANCES,mf4_home_player_id,MF4_HOME_GOALS_CONCEDED,MF4_HOME_MINUTES_PLAYED,MF4_HOME_APPEARANCES,mf5_home_player_id,MF5_HOME_GOALS_CONCEDED,MF5_HOME_MINUTES_PLAYED,MF5_HOME_APPEARANCES,mf6_home_player_id,MF6_HOME_GOALS_CONCEDED,MF6_HOME_MINUTES_PLAYED,MF6_HOME_APPEARANCES,NO_OF_MF_HOME,atk1_home_player_id,ATK1_HOME_MINUTES_PLAYED,ATK1_HOME_APPEARANCES,ATK1_HOME_GOALS_CONCEDED,ATK1_HOME_SUBSTITUTIONS_IN,ATK1_HOME_SUBSTITUTIONS_OUT,atk2_home_player_id,ATK2_HOME_MINUTES_PLAYED,ATK2_HOME_APPEARANCES,ATK2_HOME_GOALS_CONCEDED,ATK2_HOME_SUBSTITUTIONS_IN,ATK2_HOME_SUBSTITUTIONS_OUT,atk3_home_player_id,ATK3_HOME_MINUTES_PLAYED,ATK3_HOME_APPEARANCES,ATK3_HOME_GOALS_CONCEDED,ATK3_HOME_SUBSTITUTIONS_IN,ATK3_HOME_SUBSTITUTIONS_OUT,atk4_home_player_id,ATK4_HOME_MINUTES_PLAYED,ATK4_HOME_APPEARANCES,ATK4_HOME_GOALS_CONCEDED,ATK4_HOME_SUBSTITUTIONS_IN,ATK4_HOME_SUBSTITUTIONS_OUT,NO_OF_ATK_HOME,gk_away_player_id,GK_AWAY_GOALS_CONCEDED,df1_away_player_id,DF1_AWAY_GOALS_CONCEDED,DF1_AWAY_MINUTES_PLAYED,DF1_AWAY_APPEARANCES,df2_away_player_id,DF2_AWAY_GOALS_CONCEDED,DF2_AWAY_MINUTES_PLAYED,DF2_AWAY_APPEARANCES,df3_away_player_id,DF3_AWAY_GOALS_CONCEDED,DF3_AWAY_MINUTES_PLAYED,DF3_AWAY_APPEARANCES,df4_away_player_id,DF4_AWAY_GOALS_CONCEDED,DF4_AWAY_MINUTES_PLAYED,DF4_AWAY_APPEARANCES,df5_away_player_id,DF5_AWAY_GOALS_CONCEDED,DF5_AWAY_MINUTES_PLAYED,DF5_AWAY_APPEARANCES,df6_away_player_id,DF6_AWAY_GOALS_CONCEDED,DF6_AWAY_MINUTES_PLAYED,DF6_AWAY_APPEARANCES,NO_OF_DF_AWAY,mf1_away_player_id,MF1_AWAY_GOALS_CONCEDED,MF1_AWAY_MINUTES_PLAYED,MF1_AWAY_APPEARANCES,mf2_away_player_id,MF2_AWAY_GOALS_CONCEDED,MF2_AWAY_MINUTES_PLAYED,MF2_AWAY_APPEARANCES,mf3_away_player_id,MF3_AWAY_GOALS_CONCEDED,MF3_AWAY_MINUTES_PLAYED,MF3_AWAY_APPEARANCES,mf4_away_player_id,MF4_AWAY_GOALS_CONCEDED,MF4_AWAY_MINUTES_PLAYED,MF4_AWAY_APPEARANCES,mf5_away_player_id,MF5_AWAY_GOALS_CONCEDED,MF5_AWAY_MINUTES_PLAYED,MF5_AWAY_APPEARANCES,mf6_away_player_id,MF6_AWAY_GOALS_CONCEDED,MF6_AWAY_MINUTES_PLAYED,MF6_AWAY_APPEARANCES,NO_OF_MF_AWAY,atk1_away_player_id,ATK1_AWAY_MINUTES_PLAYED,ATK1_AWAY_APPEARANCES,ATK1_AWAY_GOALS_CONCEDED,ATK1_AWAY_SUBSTITUTIONS_IN,ATK1_AWAY_SUBSTITUTIONS_OUT,atk2_away_player_id,ATK2_AWAY_MINUTES_PLAYED,ATK2_AWAY_APPEARANCES,ATK2_AWAY_GOALS_CONCEDED,ATK2_AWAY_SUBSTITUTIONS_IN,ATK2_AWAY_SUBSTITUTIONS_OUT,atk3_away_player_id,ATK3_AWAY_MINUTES_PLAYED,ATK3_AWAY_APPEARANCES,ATK3_AWAY_GOALS_CONCEDED,ATK3_AWAY_SUBSTITUTIONS_IN,ATK3_AWAY_SUBSTITUTIONS_OUT,atk4_away_player_id,ATK4_AWAY_MINUTES_PLAYED,ATK4_AWAY_APPEARANCES,ATK4_AWAY_GOALS_CONCEDED,ATK4_AWAY_SUBSTITUTIONS_IN,ATK4_AWAY_SUBSTITUTIONS_OUT,NO_OF_ATK_AWAY,HOME_FORM_GOALS_FOR,HOME_FORM_CORNERS_FOR,HOME_FORM_YELLOWCARDS_FOR,HOME_FORM_SHOTS_ON_TARGET_FOR,HOME_FORM_FOULS_FOR,HOME_FORM_OFFSIDES_FOR,HOME_FORM_REDCARDS_FOR,HOME_FORM_GOALS_AGAINST,HOME_FORM_CORNERS_AGAINST,HOME_FORM_YELLOWCARDS_AGAINST,HOME_FORM_SHOTS_ON_TARGET_AGAINST,HOME_FORM_FOULS_AGAINST,HOME_FORM_OFFSIDES_AGAINST,HOME_FORM_REDCARDS_AGAINST,AWAY_FORM_GOALS_FOR,AWAY_FORM_CORNERS_FOR,AWAY_FORM_YELLOWCARDS_FOR,AWAY_FORM_SHOTS_ON_TARGET_FOR,AWAY_FORM_FOULS_FOR,AWAY_FORM_OFFSIDES_FOR,AWAY_FORM_REDCARDS_FOR,AWAY_FORM_GOALS_AGAINST,AWAY_FORM_CORNERS_AGAINST,AWAY_FORM_YELLOWCARDS_AGAINST,AWAY_FORM_SHOTS_ON_TARGET_AGAINST,AWAY_FORM_FOULS_AGAINST,AWAY_FORM_OFFSIDES_AGAINST,AWAY_FORM_REDCARDS_AGAINST,HOME_CFORM_GOALS_FOR,HOME_CFORM_CORNERS_FOR,HOME_CFORM_YELLOWCARDS_FOR,HOME_CFORM_SHOTS_ON_TARGET_FOR,HOME_CFORM_FOULS_FOR,HOME_CFORM_OFFSIDES_FOR,HOME_CFORM_REDCARDS_FOR,HOME_CFORM_GOALS_AGAINST,HOME_CFORM_CORNERS_AGAINST,HOME_CFORM_YELLOWCARDS_AGAINST,HOME_CFORM_SHOTS_ON_TARGET_AGAINST,HOME_CFORM_FOULS_AGAINST,HOME_CFORM_OFFSIDES_AGAINST,HOME_CFORM_REDCARDS_AGAINST,AWAY_CFORM_GOALS_FOR,AWAY_CFORM_CORNERS_FOR,AWAY_CFORM_YELLOWCARDS_FOR,AWAY_CFORM_SHOTS_ON_TARGET_FOR,AWAY_CFORM_FOULS_FOR,AWAY_CFORM_OFFSIDES_FOR,AWAY_CFORM_REDCARDS_FOR,AWAY_CFORM_GOALS_AGAINST,AWAY_CFORM_CORNERS_AGAINST,AWAY_CFORM_YELLOWCARDS_AGAINST,AWAY_CFORM_SHOTS_ON_TARGET_AGAINST,AWAY_CFORM_FOULS_AGAINST,AWAY_CFORM_OFFSIDES_AGAINST,AWAY_CFORM_REDCARDS_AGAINST,STAGE_NORMALIZED,HOME_GOALS,AWAY_GOALS,HOME_CORNERS,AWAY_CORNERS,HOME_YELLOWCARDS,AWAY_YELLOWCARDS,HOME_SHOTS_ON_TARGET,AWAY_SHOTS_ON_TARGET,HOME_FOULS,AWAY_FOULS,HOME_OFFSIDES,AWAY_OFFSIDES,HOME_REDCARDS,AWAY_REDCARDS
2017-2018_7907,2457350,2017-07-11T18-30-00_2457350,360,49,77284,6.0,53637,6.0,270.0,3.0,143247,5.0,302.0,4.0,76949,6.0,360.0,4.0,142788,5.0,325.0,4.0,143111,6.0,270.0,3.0,,nan,nan,nan,5,143258,6.0,360.0,4.0,143260,6.0,360.0,4.0,143245,6.0,354.0,4.0,143283,5.0,335.0,4.0,,nan,nan,nan,,nan,nan,nan,4,113514,359.0,4.0,6.0,0.0,2.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,33135,3.0,52676,1.0,173.0,2.0,52573,3.0,397.0,5.0,51517,3.0,570.0,6.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,52803,3.0,169.0,4.0,52296,1.0,474.0,6.0,31335,1.0,220.0,3.0,52294,3.0,570.0,6.0,52671,3.0,53.0,1.0,,nan,nan,nan,5,52792,282.0,4.0,3.0,0.0,2.0,52868,266.0,4.0,1.0,1.0,2.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,1.5,3.5,1.0,5.5,14.5,1.83,0.0,0.0,5.0,2.5,3.5,15.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.5,1.0,5.5,14.5,1.83,0.0,0.0,5.0,2.5,3.5,15.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,3.0,0.0,7.0,1.0,2.0,1.0,7.0,12.0,19.0,2.0,4.0,0.0,1.0
2017-2018_7907,2457380,2017-07-11T18-45-00_2457380,3358,579,74156,5.0,74022,6.0,504.0,8.0,73297,5.0,540.0,6.0,74023,3.0,254.0,4.0,74068,5.0,540.0,6.0,74038,4.0,502.0,6.0,,nan,nan,nan,5,73607,5.0,527.0,6.0,73519,5.0,540.0,6.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,2,31067,448.0,6.0,4.0,1.0,4.0,52038,465.0,6.0,3.0,0.0,4.0,50866,390.0,6.0,3.0,1.0,3.0,,nan,nan,nan,nan,nan,3,209469,4.0,13276,4.0,256.0,3.0,172074,2.0,10.0,1.0,209868,4.0,360.0,4.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,4083,4.0,360.0,4.0,6189,3.0,340.0,4.0,12824,3.0,356.0,4.0,209335,1.0,217.0,3.0,,nan,nan,nan,,nan,nan,nan,4,6036,197.0,4.0,7.0,1.0,3.0,210173,347.0,4.0,4.0,0.0,2.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,1.0,16.0,1.93,0.0,2.0,3.0,2.0,3.0,12.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,1.0,16.0,1.93,0.0,2.0,3.0,2.0,3.0,12.0,1.73,0.0,0.125,2.0,0.0,11.0,0.0,0.0,0.0,10.0,1.0,12.0,6.0,2.0,4.0,0.0,0.0
2017-2018_7907,1818650,2017-07-11T18-45-00_1818650,2736,5447,177353,5.0,176835,5.0,360.0,4.0,177421,4.0,342.0,4.0,177455,5.0,360.0,4.0,177627,5.0,360.0,4.0,,nan,nan,nan,,nan,nan,nan,4,177880,4.0,335.0,4.0,164153,5.0,360.0,4.0,113980,3.0,281.0,4.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,136022,261.0,3.0,5.0,0.0,2.0,177751,54.0,2.0,3.0,1.0,1.0,25096,567.0,9.0,12.0,3.0,2.0,,nan,nan,nan,nan,nan,3,146899,2.0,146696,2.0,180.0,2.0,147561,2.0,180.0,2.0,147555,2.0,180.0,2.0,147457,2.0,180.0,2.0,,nan,nan,nan,,nan,nan,nan,4,146588,2.0,173.0,2.0,147159,2.0,92.0,2.0,462547,2.0,133.0,2.0,147452,2.0,180.0,2.0,146853,5.0,180.0,2.0,,nan,nan,nan,5,114247,180.0,2.0,2.0,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,2.0,0.0,6.0,1.0,1.0,3.0,6.0,1.0,11.65,11.71,1.93,1.73,0.0,0.0
2017-2018_7907,1818636,2017-07-12T16-00-00_1818636,4308,5909,136544,2.0,136368,2.0,180.0,2.0,136684,2.0,180.0,2.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,2,136903,2.0,180.0,2.0,137057,2.0,76.0,1.0,57315,2.0,180.0,2.0,73967,2.0,90.0,1.0,208475,2.0,180.0,2.0,,nan,nan,nan,5,136809,25.0,1.0,1.0,1.0,0.0,137598,180.0,2.0,2.0,nan,nan,79293,149.0,2.0,1.0,0.0,1.0,,nan,nan,nan,nan,nan,3,134714,4.0,57230,4.0,360.0,4.0,65956,4.0,360.0,4.0,134898,4.0,360.0,4.0,134595,4.0,360.0,4.0,,nan,nan,nan,,nan,nan,nan,4,32460,8.0,424.0,6.0,134757,3.0,243.0,4.0,52549,4.0,264.0,6.0,56904,11.0,540.0,6.0,135503,4.0,360.0,4.0,,nan,nan,nan,5,62029,285.0,4.0,4.0,1.0,1.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,1.0,3.0,6.0,3.0,4.0,0.0,9.0,11.65,11.71,1.93,1.73,0.0,0.0
2017-2018_7907,1818640,2017-07-12T17-00-00_1818640,516,1319,77108,7.0,125094,7.0,515.0,6.0,5239,2.0,345.0,4.0,123967,5.0,270.0,3.0,112552,7.0,506.0,6.0,,nan,nan,nan,,nan,nan,nan,4,123867,4.0,312.0,6.0,123845,8.0,418.0,5.0,96043,7.0,463.0,6.0,125357,7.0,540.0,6.0,,nan,nan,nan,,nan,nan,nan,4,124883,540.0,6.0,7.0,0.0,1.0,3916,194.0,5.0,2.0,4.0,1.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,8154,5.0,113811,2.0,90.0,1.0,73375,5.0,180.0,2.0,113168,5.0,180.0,2.0,111925,4.0,147.0,2.0,,nan,nan,nan,,nan,nan,nan,4,114179,5.0,180.0,2.0,112824,5.0,104.0,2.0,112044,5.0,180.0,2.0,112782,5.0,180.0,2.0,,nan,nan,nan,,nan,nan,nan,4,114280,180.0,2.0,5.0,nan,nan,24845,180.0,2.0,5.0,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,2.0,1.0,5.0,2.0,1.0,2.0,4.0,3.0,11.65,11.71,1.93,1.73,0.0,0.0
2017-2018_7907,1818628,2017-07-12T17-00-00_1818628,2604,1401,23831,4.0,78253,17.0,1020.0,11.0,68311,4.0,455.0,6.0,75490,3.0,44.0,1.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,76952,4.0,60.0,1.0,24540,7.0,741.0,10.0,78240,1.0,441.0,6.0,6411,1.0,274.0,4.0,77380,4.0,471.0,6.0,75506,4.0,540.0,6.0,6,31278,42.0,4.0,14.0,4.0,0.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,139791,3.0,140309,2.0,69.0,1.0,139593,3.0,180.0,2.0,97482,3.0,180.0,2.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,35067,3.0,180.0,2.0,77147,3.0,8.0,1.0,140944,2.0,180.0,2.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,139998,3.0,1.0,3.0,1.0,0.0,140610,163.0,2.0,2.0,0.0,1.0,63753,10.0,1.0,3.0,1.0,0.0,140355,180.0,2.0,3.0,0.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,0.0,6.0,1.0,2.0,3.0,1.0,2.0,11.65,11.71,1.93,1.73,0.0,0.0
2017-2018_7907,1818634,2017-07-12T17-00-00_1818634,627,3913,73518,4.0,144857,4.0,69.0,2.0,146068,4.0,360.0,4.0,223363,4.0,360.0,4.0,34678,3.0,180.0,2.0,144945,4.0,360.0,4.0,,nan,nan,nan,5,27735,3.0,228.0,3.0,145862,4.0,270.0,3.0,146522,4.0,360.0,4.0,72318,3.0,180.0,2.0,,nan,nan,nan,,nan,nan,nan,4,34690,270.0,4.0,3.0,1.0,3.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,49005,2.0,48389,2.0,180.0,2.0,48256,2.0,180.0,2.0,107999,2.0,180.0,2.0,4991,2.0,180.0,2.0,,nan,nan,nan,,nan,nan,nan,4,47996,nan,84.0,2.0,110249,1.0,135.0,2.0,48005,2.0,180.0,2.0,48917,2.0,162.0,2.0,,nan,nan,nan,,nan,nan,nan,4,48766,145.0,2.0,2.0,0.0,2.0,48269,180.0,2.0,2.0,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,0.0,9.0,5.0,3.0,1.0,14.0,3.0,11.65,11.71,1.93,1.73,0.0,0.0
2017-2018_7907,1818648,2017-07-12T17-00-00_1818648,354,5492,83447,4.0,190855,3.0,129.0,2.0,190367,4.0,180.0,2.0,26705,4.0,180.0,2.0,191201,1.0,136.0,2.0,,nan,nan,nan,,nan,nan,nan,4,190937,2.0,92.0,2.0,36301,3.0,173.0,2.0,83658,4.0,180.0,2.0,191119,4.0,180.0,2.0,190896,4.0,85.0,1.0,4443,4.0,180.0,2.0,6,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,0,52020,2.0,60272,5.0,180.0,2.0,49797,5.0,180.0,2.0,205433,5.0,90.0,1.0,142489,6.0,360.0,4.0,,nan,nan,nan,,nan,nan,nan,4,70101,5.0,180.0,2.0,165037,4.0,22.0,1.0,1477273,1.0,46.0,1.0,70286,5.0,180.0,2.0,,nan,nan,nan,,nan,nan,nan,4,50538,311.0,4.0,6.0,0.0,3.0,142967,121.0,2.0,2.0,1.0,1.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,1.0,13.0,1.0,1.0,5.0,2.0,1.0,11.65,11.71,1.93,1.73,0.0,0.0
2017-2018_7907,1818642,2017-07-12T17-00-00_1818642,6213,2973,67750,3.0,61192,3.0,180.0,2.0,66489,3.0,180.0,2.0,116510,3.0,180.0,2.0,67368,2.0,135.0,2.0,,nan,nan,nan,,nan,nan,nan,4,68036,2.0,147.0,2.0,539228,1.0,98.0,2.0,68048,2.0,33.0,2.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,54953,90.0,1.0,2.0,nan,nan,68085,180.0,2.0,3.0,nan,nan,65827,161.0,2.0,3.0,0.0,2.0,,nan,nan,nan,nan,nan,3,130774,20.0,60724,17.0,990.0,11.0,182140,18.0,900.0,10.0,182271,20.0,1080.0,12.0,182959,20.0,360.0,4.0,,nan,nan,nan,,nan,nan,nan,4,182892,18.0,820.0,10.0,183398,16.0,737.0,10.0,124732,19.0,1064.0,12.0,183344,10.0,385.0,10.0,,nan,nan,nan,,nan,nan,nan,4,25635,256.0,5.0,1.0,2.0,2.0,132693,597.0,9.0,7.0,2.0,4.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,2.0,7.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
2017-2018_7907,2457398,2017-07-12T17-30-00_2457398,3859,5495,59478,4.0,58229,4.0,322.0,4.0,57180,5.0,270.0,4.0,58228,3.0,223.0,3.0,57003,5.0,360.0,4.0,,nan,nan,nan,,nan,nan,nan,4,58363,4.0,209.0,4.0,170118,4.0,352.0,4.0,56759,5.0,360.0,4.0,56906,5.0,360.0,4.0,,nan,nan,nan,,nan,nan,nan,4,57331,8.0,1.0,1.0,1.0,0.0,56837,137.0,4.0,1.0,3.0,1.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,50198,3.0,51133,4.0,90.0,1.0,51150,5.0,360.0,4.0,49810,5.0,358.0,4.0,57662,4.0,156.0,2.0,49942,3.0,348.0,4.0,,nan,nan,nan,5,50129,3.0,180.0,2.0,49801,3.0,238.0,4.0,50321,2.0,174.0,3.0,51068,2.0,94.0,3.0,,nan,nan,nan,,nan,nan,nan,4,50366,116.0,2.0,3.0,1.0,2.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,2.0,4.5,14.855,1.83,0.0,0.5,2.5,4.5,2.0,11.825,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,2.0,4.5,14.855,1.83,0.0,0.5,2.5,4.5,2.0,11.825,1.83,0.0,0.125,1.0,1.0,3.0,1.0,1.0,0.0,9.0,2.0,11.65,11.71,1.93,1.73,0.0,0.0
2017-2018_7907,1818630,2017-07-12T18-00-00_1818630,1001,2742,137969,2.0,137085,2.0,180.0,2.0,23592,2.0,180.0,2.0,139281,2.0,180.0,2.0,80833,2.0,180.0,2.0,,nan,nan,nan,,nan,nan,nan,4,73257,2.0,180.0,2.0,125362,1.0,60.0,1.0,139187,1.0,43.0,2.0,138837,1.0,104.0,2.0,64240,2.0,180.0,2.0,,nan,nan,nan,5,137729,90.0,1.0,1.0,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,70893,6.0,68856,6.0,90.0,1.0,70837,20.0,1100.0,12.0,69869,21.0,1110.0,12.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,70025,16.0,368.0,7.0,70890,4.0,15.0,4.0,70185,19.0,666.0,9.0,69750,20.0,983.0,11.0,70299,18.0,1053.0,12.0,,nan,nan,nan,5,70746,1060.0,12.0,21.0,0.0,2.0,24591,298.0,7.0,13.0,4.0,1.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,2.0,1.0,6.0,3.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-2018_7907,1818646,2017-07-12T18-00-00_1818646,850,349,191204,5.0,37158,7.0,156.0,2.0,90396,9.0,180.0,2.0,93918,9.0,162.0,2.0,83525,9.0,180.0,2.0,,nan,nan,nan,,nan,nan,nan,4,191115,7.0,162.0,2.0,92280,9.0,169.0,2.0,90918,9.0,180.0,2.0,91607,3.0,61.0,1.0,,nan,nan,nan,,nan,nan,nan,4,91886,180.0,2.0,9.0,nan,nan,25279,176.0,2.0,9.0,0.0,1.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,76464,25.0,154583,11.0,91.0,2.0,31935,12.0,787.0,9.0,154697,26.0,395.0,6.0,154254,3.0,360.0,4.0,,nan,nan,nan,,nan,nan,nan,4,155321,22.0,591.0,9.0,155092,19.0,492.0,9.0,113506,1.0,162.0,2.0,90416,17.0,83.0,3.0,154266,3.0,295.0,4.0,62720,15.0,962.0,11.0,6,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,3.0,7.0,3.0,2.0,1.0,2.0,7.0,10.0,4.0,1.0,1.0,1.0,0.0
